-1.224523767125170304e+00,-1.218596077187174276e-01,-3.993990968697347932e-01,-1.422540399300217251e+00
-7.747966546430988810e-01,8.135682374503105940e-01,1.905182829168277081e-01,-5.436498942343891416e-01
-3.509130606656124529e-01,1.290593010083628922e+00,8.365707608603705214e-01,-2.431186198090409534e-01
-3.741625567418321863e-01,1.373092215800403526e+00,8.541808602564557873e-01,-2.021051605020990904e-01
-8.196161712454207438e-01,5.504413512191559388e-01,-2.001871535241439293e-01,-8.463369290231452791e-01
-5.137930293802132065e-01,1.010936081619706606e+00,5.683184692708684871e-01,-1.414223870376956904e-01
-5.312429634907525067e-01,1.115140200242634272e+00,6.960331305324515272e-01,-4.552723785154433322e-01
-1.141312732315801215e+00,4.311096201543839768e-01,-2.408797292330032980e-01,-1.626370135003672113e+00
-1.041917555035005272e+00,-5.680844351565026429e-01,-1.310362649907860888e+00,-1.149499667792219793e+00
-9.813404509481643556e-01,8.240693345537100090e-01,-5.122884065075546806e-02,-1.256317983605994115e+00
-1.218034993515406894e+00,-2.702369209645570258e+00,-2.435574646332167692e+00,-1.394314557562406076e+00
7.203274294319205184e-01,2.708930570800247573e+00,2.399773885957304564e+00,9.910005611946228754e-01
-9.539683284105118233e-01,7.305739604914034402e-01,2.776629116756569315e-01,-8.463369290231452791e-01
1.899233007068198975e-01,2.233469676560920991e+00,1.560415712918250541e+00,6.015787105594317952e-01
-1.025966392810371497e+00,6.538154786148772102e-01,1.445247845435213008e-01,-1.045669672213416446e+00
-1.072100399050135211e+00,-6.918658063416200932e-01,-1.047614788109602957e+00,-1.338498764374256744e+00
-7.988758254457694052e-01,1.218181917943841897e-01,-4.432229704507383294e-01,-3.903433706090015942e-01
9.268216759107114622e-02,2.014080755410287971e+00,1.601229801746409720e+00,4.163771056646816127e-01
-9.243316030419191920e-01,1.382719859969995524e-01,-1.472607045763981992e-01,-1.020159741547442600e+00
-1.023089879319896367e+00,4.476794954220265077e-01,-1.426958854158462409e-01,-9.198379506734398747e-01
-9.114886171597436082e-01,6.883673339453326712e-01,1.268016087200304065e-01,-7.981326112164420783e-01
-1.292968792245161813e+00,3.422473349194387615e-01,-4.003915610953750481e-01,-1.508529116875799048e+00
-1.320192620500757252e+00,3.718753156254469006e-01,-2.471073357768416301e-01,-1.906043156932156535e+00
1.064520317958213225e+00,1.688353990271141303e+00,1.467492755319099951e+00,1.206438992948448474e+00
8.651477377926013457e-01,2.911437113919399078e+00,2.594483221588448796e+00,9.163163453037197481e-01
-8.290367934293660923e-01,7.494462778728174790e-01,3.536568294556822756e-01,-7.505463145244919421e-01
-1.345411641819618920e+00,-1.267847862671822590e-01,-8.528525994433936441e-01,-1.873907196000646369e+00
-1.035220045682856638e+00,2.605466966983803756e-01,-3.530355704373264736e-01,-1.045669672213416446e+00
-1.140039430297151268e+00,-8.223818449440117861e-01,-1.491501227677975328e+00,-1.229323826067755920e+00
-7.163930085579965912e-01,7.419692348777005009e-01,3.469132651171821236e-01,-5.660770337751760417e-01
-3.574848315849007419e-01,1.785309815038093051e+00,1.191291914580267841e+00,3.466721406248399195e-01
